0,2017년 01월,2017년 02월,2017년 03월,2017년 04월,2017년 05월,2017년 06월,2017년 07월,2017년 08월,2017년 09월,2017년 10월,2017년 11월,2017년 12월,2018년 01월,2018년 02월,2018년 03월,2018년 04월,2018년 05월,2018년 06월,2018년 07월,2018년 08월,2018년 09월,2018년 10월,2018년 11월,2018년 12월,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월
D-05,,,1819.2,1798.9,1742.6,1771.2,1753.6,1742.9,1819.9,1669.3,1787.2,1734.7,1678.0,1694.1,1752.5,1752.0,1721.9,1815.9,1844.8,1813.9,1789.0,1812.8,1801.3,1839.6,1808.8,1750.2,1818.7,1849.8,1829.0,1797.7,1807.5,1791.0,1672.4,1731.0,1755.6,1693.9,1603.3,1586.2,1567.6,1610.0,1619.7,1678.2
D-06,1324.3,1422.3,1427.2,1485.6,1464.0,1502.2,1472.0,1480.9,1542.4,1425.8,1514.6,1422.3,1381.2,1430.9,1460.7,1466.1,1456.0,1487.6,1491.3,1488.6,1472.5,1478.1,1462.1,1449.3,1336.0,1282.4,1351.6,1399.7,1401.4,1365.0,1375.9,1389.7,1354.0,1410.2,1407.8,1350.4,1272.6,1245.1,1215.3,1273.0,1288.2,1347.4
D-07,1474.3,1537.5,1540.9,1588.5,1600.3,1661.0,1633.7,1621.9,1688.8,1583.2,1649.3,1563.9,1536.3,1541.2,1617.0,1629.5,1619.6,1635.4,1624.2,1609.6,1591.7,1625.0,1596.5,1598.7,1374.4,1340.7,1393.3,1425.6,1428.8,1410.5,1396.4,1397.3,1356.2,1436.4,1420.9,1380.5,1322.4,1330.8,1299.8,1343.0,1353.3,1400.5
D-08,1176.6,1234.4,1260.0,1285.9,1285.9,1278.8,1262.7,1260.5,1343.5,1186.1,1222.6,1117.8,1368.2,1409.8,1471.0,1474.9,1465.8,1463.9,1431.0,1405.3,1433.8,1455.5,1476.4,1457.7,1430.9,1404.5,1445.8,1477.9,1480.0,1462.3,1448.3,1432.3,1439.3,1456.9,1470.5,1446.7,1403.9,1407.4,1399.1,1433.9,1439.7,1451.9
D-09,1203.7,1232.7,1243.2,1267.9,1279.7,1299.1,1253.6,1235.9,1268.4,1184.0,1217.3,1181.2,1159.6,1169.4,1219.3,1222.4,1209.5,1204.0,1189.3,1176.4,1162.5,1191.1,1220.6,1223.5,1199.0,1170.4,1214.2,1232.4,1217.6,1211.3,1219.1,1200.0,1184.2,1203.9,1210.5,1196.1,1152.0,1130.8,1112.0,1138.7,1147.2,1176.8
D-10,1575.6,1640.0,1667.3,1712.1,1749.3,1745.4,1719.2,1742.2,1794.9,1719.0,1747.1,1684.2,1648.5,1672.7,1729.1,1743.2,1736.0,1745.7,1748.8,1745.0,1755.1,1774.4,1747.8,1734.1,1371.2,1362.8,1416.6,1441.3,1451.8,1430.6,1429.2,1453.0,1417.6,1474.8,1453.0,1411.4,1370.2,1355.3,1337.9,1393.5,1411.6,1431.8
D-11,994.3,1019.5,1028.0,1077.9,,,,,,1284.1,1182.6,928.2,1000.0,976.0,979.6,983.2,982.0,982.4,985.3,976.0,981.4,961.1,963.8,971.1,947.0,932.5,947.0,961.7,951.8,945.2,950.1,946.9,938.9,946.2,955.7,947.2,912.7,901.5,870.7,897.7,910.8,930.1
D-12,2593.7,2689.1,2688.9,2617.2,2599.9,2720.7,2665.3,2451.1,2519.4,2500.7,2531.9,2469.0,2434.2,2445.3,2525.8,2529.5,2535.8,2549.2,2525.2,2529.0,2523.3,2561.7,2561.4,2554.7,2528.0,2479.2,2548.4,2570.2,2545.1,2575.6,2482.9,2492.8,2441.3,2522.7,2574.1,2542.9,2463.0,2472.1,2475.4,2504.6,2490.4,2514.0
D-13,,901.1,930.4,952.3,937.2,946.0,922.7,893.5,903.5,851.9,900.1,885.0,867.1,893.8,910.7,916.8,920.2,895.5,901.2,897.7,883.4,896.3,880.9,895.2,860.5,842.8,865.0,886.0,885.6,858.8,863.3,864.1,836.0,844.7,840.5,824.7,788.5,756.9,703.5,756.7,788.0,811.3
D-14,1742.9,1553.6,1521.7,,1568.3,1589.8,1750.7,1561.4,1588.5,1425.2,1529.8,1530.1,1469.9,1483.8,1524.6,1543.6,1541.0,1530.5,1523.0,1509.8,1551.9,1477.9,1359.0,1424.6,1401.7,1399.8,1426.9,1435.0,1432.1,1418.8,1415.2,1427.6,1407.1,,,1420.2,1390.8,1351.5,1317.5,1367.9,1387.3,1410.4
D-15,1359.3,1304.8,1321.1,1318.4,1364.8,1480.7,1438.4,1383.1,1416.7,1398.1,1362.4,1402.2,1346.0,1381.4,1414.2,1421.2,1419.4,1426.9,1419.2,1378.8,1388.1,1379.9,1423.3,1436.9,1411.8,1389.9,1427.1,1439.0,1415.8,1429.2,1424.5,1421.7,1397.1,1418.1,1415.4,1423.9,1391.8,1370.6,1348.6,1392.6,1402.8,1423.6
D-16,,2436.0,1681.7,1694.9,1637.1,1666.5,1631.0,1631.2,1675.1,1546.0,1671.4,1619.1,1592.8,1557.8,1630.6,1642.5,1623.1,1623.9,1627.3,1593.8,1570.9,1645.1,1666.6,1656.1,1608.6,1543.0,1628.8,1662.9,1640.7,1617.1,1617.9,1606.2,1576.4,1629.7,1656.3,1615.1,1515.4,1479.8,1401.6,1409.4,1458.2,1518.8
D-17,788.2,,805.7,809.9,789.8,795.3,778.1,784.4,799.2,755.9,793.9,775.1,747.7,746.3,786.1,784.2,784.7,778.2,758.1,751.8,745.4,761.9,769.8,770.5,752.0,746.7,768.5,777.3,776.9,762.6,758.8,764.6,752.4,765.9,777.9,766.9,724.2,711.7,667.8,696.2,713.9,725.2
D-18,1653.6,1582.1,2970.9,1686.2,1708.9,1302.0,,,1791.5,1541.9,1464.0,1729.1,,,1486.7,1493.2,1498.1,1454.2,,1446.6,1404.4,1486.3,1459.0,1443.3,1427.4,1405.0,1446.2,1505.8,,,1472.5,1508.9,1506.7,1513.8,1501.1,1453.5,1426.8,1382.8,1394.8,1415.4,1411.8,1487.2
D-19,,,2371.7,2324.5,2324.8,2318.1,2362.3,2282.6,2356.0,2203.0,2305.8,2232.4,2188.2,2225.3,2332.1,2402.5,2404.7,2202.6,2090.0,2078.6,2334.4,2236.3,2273.3,2226.3,2197.4,2146.7,2212.0,2266.1,2297.2,2257.7,2246.8,2236.1,2238.3,2278.4,2283.8,2193.8,2161.6,2134.7,2053.2,2197.7,2242.2,2122.3
D-20,831.8,875.1,861.9,843.2,883.4,894.2,879.5,869.0,894.0,826.2,870.0,722.0,807.6,811.3,833.0,827.1,826.9,823.7,827.5,813.6,809.0,826.0,834.2,833.0,823.1,804.9,828.4,834.6,824.8,819.0,816.0,807.4,792.7,807.9,813.0,805.8,787.3,784.4,758.7,781.8,790.3,796.2
D-21,,,,,,,,,,,,,1551.9,1540.6,1572.9,1630.5,1622.0,1609.3,1479.4,1498.4,1499.6,1478.9,1453.3,1407.9,968.8,940.0,979.6,1043.6,1113.6,1098.1,1110.4,1096.0,1084.9,1079.2,1103.2,1049.1,987.0,957.8,919.5,952.5,976.5,1105.1
D-22,906.0,1084.7,1110.7,1111.0,1101.2,1114.2,1065.8,1067.8,1121.5,1064.6,1092.9,1026.5,994.2,1014.8,1044.9,1048.7,1036.2,984.2,990.5,956.5,1003.8,1013.5,1056.7,1050.3,1028.2,1009.6,1052.6,1067.0,1036.8,1032.0,1044.9,1027.9,1023.7,1050.0,1050.2,1028.5,998.9,982.3,960.3,984.9,967.3,931.7
D-23,1104.9,1105.2,1132.9,1110.9,1121.8,1148.6,1122.7,1098.3,1132.7,1086.6,1102.6,1034.3,1086.1,1093.9,1132.8,1126.6,1114.7,1109.7,1098.2,1068.5,1073.0,1089.9,1111.4,1085.5,1062.9,1043.2,1091.6,1084.4,1083.2,1078.2,1064.1,1068.8,1047.1,1073.8,1089.4,1083.0,1036.1,1031.7,973.5,1015.6,1027.6,1045.6
D-24,,1722.8,1790.1,1809.1,1739.9,1828.0,1802.4,1762.3,1791.1,1687.1,1772.1,1723.1,1637.4,1653.3,1728.9,1738.6,1722.7,1698.0,1708.3,1660.4,1648.9,1695.5,1726.0,1689.6,1645.7,1598.0,1672.7,1692.5,1659.7,1658.6,1671.9,1684.7,1633.5,1670.9,1684.1,1635.9,1546.6,1528.3,1477.4,1529.9,1555.3,
D-25,,,1257.2,1254.7,1204.1,1246.6,1208.7,1167.1,1159.9,1156.3,1263.8,1244.5,1182.1,,1226.7,1193.4,1104.4,,1208.6,1202.4,1187.9,1213.8,1254.4,1223.2,1212.6,1166.5,1202.9,1206.8,1206.5,1190.3,1207.4,1180.1,1170.0,1205.4,1223.4,1195.6,1146.6,1139.9,1086.3,1132.5,1140.8,
D-26,,1905.7,1847.0,1720.0,1676.2,1704.9,1685.6,1668.0,1716.3,1600.0,1684.7,1632.1,1550.6,1577.8,1620.3,1643.2,1624.8,1603.7,1602.8,1560.5,1542.9,1572.1,1583.8,1582.3,1556.9,1510.6,1584.8,1584.5,1576.3,1550.6,1573.5,1558.0,1520.5,1546.8,1561.2,1515.3,1449.2,1419.5,1365.4,1409.6,1442.7,1493.5
D-27,2422.2,,2180.5,2142.9,2612.0,,2608.1,2661.4,2073.8,1274.3,1501.5,,,,,,,,,,,,,1303.4,1285.4,1210.6,1292.7,1347.1,1308.2,1252.1,1289.0,1275.0,,1257.6,1269.5,1210.2,1152.9,1121.3,1060.8,1074.1,1090.3,1092.3
D-28,2078.3,2187.1,2230.6,2253.8,1856.5,1941.4,2031.3,1910.9,1704.7,1710.5,1854.1,1789.8,1756.3,1763.8,1767.2,,,1865.9,1851.0,1823.6,1808.7,1820.9,,1838.9,1822.4,1732.3,1831.2,1931.9,1860.2,1839.9,1854.4,1849.3,1805.6,1903.9,1891.7,1832.8,1717.5,1725.6,1654.9,1725.8,1743.5,1828.2
D-29,1838.6,,1928.5,1925.2,1836.7,1885.9,1857.0,1847.9,1873.0,1680.3,1831.0,1791.4,1713.2,1719.5,1780.2,1804.5,1770.0,1764.9,1770.4,1753.5,1762.6,1811.2,1753.8,1822.5,1822.8,1735.0,1814.6,1879.0,1816.3,1786.6,1816.4,1816.0,1791.3,1846.0,1867.2,1802.3,1696.7,1725.0,1655.1,1711.5,1666.8,1732.3
D-30,1381.0,1445.0,1465.9,1472.2,1460.3,1456.6,1448.5,1462.0,1493.3,1440.4,1504.3,1542.1,1477.5,1501.8,1546.7,1550.5,1549.6,1550.7,1537.4,1517.9,1521.4,1523.9,1548.9,1532.7,1504.3,1481.9,1524.6,1527.9,1535.8,1531.1,1544.0,1539.1,1522.4,1544.5,1558.5,1534.0,1479.7,1452.6,1408.3,1438.1,1460.9,1479.3
D-31,2205.0,2294.6,2339.2,2400.0,2402.1,2432.1,2377.7,2382.1,2427.4,2346.1,2403.9,2331.3,2292.8,2284.8,2374.1,2395.2,2490.9,2474.3,2345.3,2276.0,2287.3,2356.3,2302.1,2324.4,1808.9,1774.3,1852.2,1872.6,1859.7,1867.3,1840.5,1846.4,1807.7,1834.6,1831.6,1803.0,1730.2,1690.6,1680.4,1727.6,1740.5,1785.2
D-32,403.0,410.6,404.0,401.5,406.4,403.7,407.2,396.0,406.4,430.0,397.4,377.6,361.1,364.1,376.3,377.4,377.4,373.7,379.8,367.8,359.5,362.0,375.1,359.5,349.2,336.7,343.2,347.4,350.5,344.9,348.3,345.8,340.9,342.7,351.4,335.1,323.9,325.0,309.8,324.3,330.5,333.3
D-33,2130.4,2233.9,2207.6,2280.2,2241.5,2262.5,2224.3,2221.4,2287.3,2118.1,2194.0,2102.9,2048.2,2061.5,2142.6,2150.5,2111.3,2098.7,2056.1,2026.9,1956.1,2006.8,2076.9,2034.2,2019.7,1950.0,2017.0,2075.3,2006.6,2042.5,2030.4,2025.8,1981.7,2016.3,2017.3,1985.8,1923.8,1939.1,1866.4,1923.7,1948.4,2007.2
D-34,1857.0,1950.0,1990.8,2044.9,1948.1,2006.2,1938.4,1921.9,2039.2,1846.9,1984.3,1902.3,1869.9,1838.7,1947.9,1958.0,1937.9,1916.4,1911.7,,,2015.4,1961.1,1903.9,1893.8,1790.4,1891.2,1916.6,1847.8,1829.0,1830.8,1825.8,1790.0,1855.2,1880.3,1797.9,1695.0,1707.1,1645.2,1710.7,1729.0,1822.6
D-35,1468.3,1525.2,1517.5,1576.2,1517.4,1529.7,1512.1,1548.1,1593.9,1519.9,1593.3,1538.1,1527.9,1507.3,1550.9,1546.6,1553.6,1568.1,1610.5,1645.1,1636.2,1694.2,1704.3,1692.5,1174.2,1112.4,1169.1,1188.4,1168.5,1146.2,1158.4,1152.7,1126.7,1183.6,1191.2,1152.9,1096.6,1099.7,1040.4,1072.7,1062.6,1106.6
D-36,,,,,2011.5,2064.4,,2044.5,2066.3,1912.8,1926.9,1848.1,1815.1,1820.0,1917.6,1929.9,1900.9,1880.2,1869.9,1854.8,1807.2,1891.0,1907.9,1834.6,1836.8,1749.9,1852.9,1876.7,1836.9,1823.5,1829.2,1823.2,1753.9,1761.3,1752.3,1812.8,1736.0,1705.7,1626.0,1689.0,1717.4,1784.5
D-37,1962.2,2088.4,2115.4,2199.8,2122.4,2151.4,2125.9,2080.3,2072.2,2020.6,2184.6,2073.4,2091.7,2041.2,2157.1,2142.7,2123.7,2130.1,2149.8,2173.8,2131.6,2196.7,2218.2,2145.2,1691.9,1622.1,1731.6,1761.5,1745.0,1719.5,1738.1,1707.7,1649.6,1748.0,1744.8,1688.3,1612.7,1603.7,1522.8,1597.6,1623.8,1685.0
D-38,,,,1386.9,1404.3,1374.2,1359.0,1467.2,1512.6,1365.4,1402.9,1224.2,1266.9,1236.0,1307.4,1315.1,1268.7,1281.9,1263.2,1241.0,1206.3,1252.6,1297.0,1254.2,1244.8,1167.2,1272.9,1317.7,1301.2,1242.9,1242.1,1238.5,1189.9,1228.1,1249.8,1198.6,1142.8,1159.3,1094.5,1147.1,1165.8,1212.0
D-39,1640.5,1757.2,1752.7,1722.1,1674.2,1716.7,1728.4,1734.1,1801.2,1648.8,1721.0,1921.4,1887.5,1948.8,2025.2,2087.7,2012.0,1996.3,2001.7,1957.9,1901.2,2013.4,2045.6,2004.4,2040.7,1929.1,2038.6,2072.2,2070.1,2047.7,2063.5,2020.6,1995.4,2041.1,2066.5,2018.8,1941.4,1897.9,1787.3,1882.4,1936.5,1997.2
D-40,,,1356.5,1347.5,1321.0,1335.3,1303.8,1316.2,1359.0,1212.7,1304.0,1206.8,1157.6,1197.5,1247.3,1282.1,1270.9,1276.6,1270.2,1234.8,1235.5,1282.5,1323.4,1251.8,1246.6,1187.1,1263.2,1316.1,1293.3,1267.6,1244.6,,,1316.3,1308.5,1240.5,1148.4,1129.3,1086.7,1170.6,1254.1,1338.3
D-41,764.6,818.0,853.1,912.8,1093.8,1260.1,961.7,880.6,981.4,848.3,938.7,890.0,823.5,919.8,897.5,932.0,908.3,908.6,894.1,850.7,889.0,865.3,897.8,844.7,1237.7,1193.5,1258.4,1326.4,1290.7,1261.9,1267.3,1288.4,1267.3,1318.7,1300.9,1257.2,1166.3,1144.8,1098.6,1118.5,1136.3,1194.5
D-42,1530.3,1633.6,1666.6,1685.6,1612.7,1644.4,1696.9,1700.5,1736.0,1489.6,1593.1,1503.5,1488.9,1400.7,1551.2,1537.4,1491.2,1497.6,1512.5,1505.5,1421.7,1493.3,1508.1,1499.5,1525.0,1421.2,1508.6,1528.3,1498.8,1485.0,1212.5,1442.4,1375.0,1444.1,1461.7,1433.4,1367.7,1395.9,1294.7,1290.5,1299.7,1384.9
D-43,2157.3,2276.9,2259.9,2347.9,2235.7,1844.4,1857.3,2035.4,1999.3,1929.7,2010.1,1867.9,1592.5,1851.1,1975.8,1929.2,1906.4,1944.2,1973.1,1994.9,1958.5,2022.6,1988.6,1959.6,1525.6,1472.6,1498.4,1516.1,1528.6,1496.7,1495.4,1491.3,1451.7,1512.5,1516.1,1518.5,1445.6,1459.0,1371.1,1395.5,1372.9,1400.1
D-44,1143.5,1199.9,1202.0,1243.4,1228.5,1287.6,1072.3,1081.9,1129.8,1056.5,1073.7,941.4,927.2,914.7,961.5,1014.3,988.3,960.8,986.3,958.0,945.0,980.2,961.9,1001.2,771.1,721.4,763.6,776.2,756.9,775.4,772.2,791.0,748.1,780.0,793.7,771.6,734.1,726.3,623.7,690.4,719.4,743.2
D-45,1428.1,1484.8,1482.8,1539.0,1474.5,1504.7,1454.7,1477.7,1471.0,1393.1,1475.5,1453.1,1444.7,1448.8,1483.3,1496.2,1476.3,1410.4,1364.6,1431.5,1325.0,,1495.8,1450.1,1606.2,1548.7,1610.1,1642.9,1617.4,1584.9,1593.1,1587.6,1556.3,1600.2,1625.5,1586.2,1507.4,1463.2,1393.8,1463.9,1510.1,1560.4
D-46,1077.2,1065.4,1067.7,,1050.0,1082.5,1157.1,1157.2,1195.4,1086.5,1137.5,1118.7,1104.0,1103.7,1119.0,1135.3,1123.7,1137.0,1140.9,1119.6,1093.6,1107.9,1252.1,1136.4,,,,,,,,,,,,,,,,,,
D-47,1110.5,1181.8,1167.2,1202.9,1120.6,1140.9,1120.1,1133.2,1209.9,1129.8,1149.0,1110.7,1097.3,1112.9,1083.7,1077.7,1043.6,1035.1,1036.4,1026.0,1013.7,1050.7,1039.1,960.5,,,,,,,,,,,,,,,,,,
D-48,776.9,818.1,814.5,852.7,821.3,820.7,832.5,836.4,844.4,743.0,780.3,755.5,722.4,729.8,689.1,761.8,761.4,758.8,766.8,748.6,715.8,718.0,779.5,764.6,,,,,,,,,,,,,,,,,,
D-50,,,,,1737.0,1763.0,1594.8,1556.8,1653.5,1536.6,1590.4,1554.8,1515.3,1504.5,1566.8,1616.5,1547.9,1558.3,1533.7,1500.1,1509.0,1530.0,1446.2,1494.2,,,,,,,,,,,,,,,,,,
D-51,1910.6,1996.7,2014.7,2007.8,1891.7,1936.0,1871.6,1881.6,1906.4,1907.1,1964.1,1958.4,1958.7,1939.5,,,,,,,,1949.5,1981.6,1933.5,,,,,,,,,,,,,,,,,,
D-52,534.1,549.5,542.5,591.7,550.9,590.9,616.1,617.8,669.3,599.8,613.7,619.0,603.6,498.1,471.9,578.5,477.3,451.7,475.0,475.3,442.8,455.4,444.1,433.4,,,,,,,,,,,,,,,,,,
D-53,620.5,653.4,648.1,662.6,663.6,813.4,808.0,805.9,818.1,746.3,799.4,740.1,,,798.8,655.3,627.1,690.2,696.7,657.5,598.7,658.4,684.0,542.0,,,,,,,,,,,,,,,,,,
D-54,414.9,424.3,420.7,440.8,421.5,424.5,404.8,389.0,391.1,365.0,384.2,379.7,360.0,363.7,381.7,397.3,381.1,398.6,410.1,398.1,375.9,375.1,376.4,353.8,,,,,,,,,,,,,,,,,,
F-01,4514.5,4638.8,4720.7,4930.0,4968.4,4938.6,4694.8,4619.6,4751.1,4492.8,4586.5,4454.4,5027.0,4898.2,5132.6,5231.3,5240.3,5330.1,5272.1,5281.8,5273.5,5322.1,5319.5,5220.6,5197.2,5037.0,5234.4,5306.0,5288.4,5204.6,5110.6,5245.5,5138.0,5244.1,5272.0,5169.3,5056.9,5004.3,4902.4,5004.5,4957.9,5019.2
F-02,5016.9,5228.0,5315.0,5110.1,5190.7,5289.5,5215.3,5151.2,5210.2,5041.4,5221.0,5125.8,5036.3,4956.3,5168.3,5186.0,5131.5,5124.8,5023.6,4969.2,4975.6,5096.8,5111.9,5071.7,5037.2,4884.3,5081.5,5044.8,5061.1,5039.4,5000.5,4918.8,4838.5,4965.8,4987.9,4972.5,4852.2,4869.5,4740.3,4806.3,4791.8,4870.1
F-03,3253.3,3366.8,3347.2,3469.8,3331.6,3296.6,3244.2,3267.9,3315.5,3285.2,3411.6,3424.2,3326.9,3310.6,3342.5,3277.2,3237.1,3205.0,3154.5,3063.2,3062.2,3156.0,3133.4,3072.7,3067.4,2970.8,3058.6,3065.9,3048.7,3028.9,2953.2,2953.0,2922.5,2992.0,3048.7,3008.6,2914.8,2876.8,2824.6,2850.2,2849.3,2928.3
F-04,2139.5,2206.1,2144.2,2088.1,2134.5,2121.0,2138.3,2163.5,2314.6,2283.2,2316.7,2274.2,2266.9,2273.5,2346.1,2368.0,2362.3,2390.3,2321.2,2330.1,2356.9,2392.6,2370.1,2320.9,2327.2,2275.3,2355.8,2372.4,2376.4,2356.8,2304.4,2309.2,2271.3,2264.7,2324.3,2273.2,2229.5,2223.7,2229.6,2271.7,2248.1,2268.7
F-05,2977.1,3059.3,3109.8,3059.0,3108.4,3124.3,3012.1,3059.2,3118.4,2974.5,3059.8,2973.9,2892.9,2892.3,3020.7,3006.4,3019.8,3044.0,2985.3,2999.7,3014.8,3035.0,3042.3,3016.4,2978.5,2953.5,3046.7,3036.5,3020.4,3018.5,2969.2,2981.8,2940.3,3012.6,3038.4,2983.2,2882.7,2875.3,2845.6,2928.0,2938.3,2950.4
F-06,4039.4,4182.1,4306.1,4266.7,4352.4,4384.5,4232.5,4239.1,4340.0,4265.8,4325.8,4010.8,4054.1,4052.8,4254.9,4325.5,4315.1,4338.0,4227.9,4201.4,4248.6,4332.6,4341.2,4204.4,4168.5,4099.5,4276.2,4326.5,4347.8,4292.5,4217.6,4217.4,4201.9,4298.4,4280.5,4170.0,4058.7,3984.1,3914.7,4038.3,4071.7,4133.7
F-07,2700.3,2831.1,2900.0,2850.0,2891.7,2889.5,2807.6,2847.1,2939.7,2822.1,2916.4,2789.3,2765.6,2769.4,2903.6,2913.4,2900.6,2878.7,2844.1,2821.5,2862.7,2900.7,2873.6,2817.7,2787.2,2708.1,2815.2,2863.4,2850.4,2829.2,2810.3,2798.2,2812.3,2913.8,2905.9,2824.4,2737.9,2717.4,2715.0,2808.8,2795.2,2877.5
F-08,1143.8,1238.0,1265.8,1348.4,1263.9,1293.4,1224.3,1284.7,1354.6,1243.0,1340.6,1226.2,1283.9,1218.1,1284.0,1338.4,1300.8,1289.1,1355.4,1286.5,1291.3,1316.6,1331.3,1269.6,1440.8,1447.5,1509.2,1550.2,1580.4,1526.9,1557.7,1585.4,1556.8,1597.4,1631.3,1588.0,1571.0,1543.4,1481.6,1561.4,1616.5,1643.8
F-09,2385.6,2474.3,2489.5,2458.7,2492.1,2520.9,2473.6,2438.6,2530.4,2329.5,2356.7,2286.2,2298.2,2207.1,2416.2,2371.6,,,2341.2,2326.7,2346.8,2328.8,2334.5,2383.7,2356.5,2329.3,2393.9,2332.1,2358.1,2386.5,2338.2,2345.3,2299.6,2334.3,2306.1,2337.2,2304.9,2290.2,2261.1,2279.0,2263.1,2246.3
